relationship_id,supplier_node_id,buyer_node_id,category_id,via_hub_node_id,lead_time_days,annual_volume_units,unit_cost_usd,annual_value_usd,qualified_alternatives,is_single_source,sourcing_type,is_routed_freight
168,RAW_MATERIAL_0210,REFINED_MATERIAL_0039,Substrate resin,,49,344245,13.178852973672088,4536754.241921748,4,0,Multi-sourced,Direct
169,RAW_MATERIAL_0113,REFINED_MATERIAL_0039,Substrate resin,HUB_015,92,27657,14.685111486620974,406146.12838547624,4,0,Multi-sourced,Crosses a hub
170,RAW_MATERIAL_0498,REFINED_MATERIAL_0039,Substrate resin,HUB_031,64,185093,11.595792081234707,2146299.943691976,4,0,Multi-sourced,Crosses a hub
171,RAW_MATERIAL_0019,REFINED_MATERIAL_0039,Substrate resin,HUB_039,92,95965,10.075780631410266,966922.2882932862,4,0,Multi-sourced,Crosses a hub
172,RAW_MATERIAL_0013,REFINED_MATERIAL_0039,Copper,,35,415799,11.016869784948629,4580803.439711855,1,0,Multi-sourced,Direct
173,RAW_MATERIAL_0349,REFINED_MATERIAL_0039,Copper,,45,792976,6.975137041025088,5531116.27024391,1,0,Multi-sourced,Direct
174,RAW_MATERIAL_0387,REFINED_MATERIAL_0040,Bulk chemical,,55,250760,10.238361701431563,2567371.580250979,2,0,Multi-sourced,Direct
175,RAW_MATERIAL_0464,REFINED_MATERIAL_0040,Bulk chemical,HUB_037,58,303938,8.869253834970964,2695703.272093405,2,0,Multi-sourced,Crosses a hub
176,RAW_MATERIAL_0135,REFINED_MATERIAL_0040,Bulk chemical,HUB_015,96,295256,11.607000192966646,3427036.44897456,2,0,Multi-sourced,Crosses a hub
177,RAW_MATERIAL_0108,REFINED_MATERIAL_0040,Rare earth elements,HUB_015,60,16266,100.40979951793112,1633265.7989586676,0,1,Sole-sourced,Crosses a hub
178,RAW_MATERIAL_0223,REFINED_MATERIAL_0041,Crude industrial gas,,42,446461,4.47739556886295,1998982.5030701216,3,0,Multi-sourced,Direct
179,RAW_MATERIAL_0000,REFINED_MATERIAL_0041,Crude industrial gas,HUB_026,68,977379,5.352819178994114,5231733.056346088,3,0,Multi-sourced,Crosses a hub
180,RAW_MATERIAL_0126,REFINED_MATERIAL_0041,Crude industrial gas,,56,406377,6.995184045220433,2842681.906744544,3,0,Multi-sourced,Direct
181,RAW_MATERIAL_0033,REFINED_MATERIAL_0041,Crude industrial gas,,37,2453440,5.2477385958085225,12875011.780500462,3,0,Multi-sourced,Direct
182,RAW_MATERIAL_0024,REFINED_MATERIAL_0042,Substrate resin,,35,55426,15.350701221801991,850827.9659195972,1,0,Multi-sourced,Direct
183,RAW_MATERIAL_0049,REFINED_MATERIAL_0042,Substrate resin,,40,82281,11.268103320881346,927150.809345438,1,0,Multi-sourced,Direct
184,RAW_MATERIAL_0310,REFINED_MATERIAL_0042,Copper,,39,433844,7.608894790798571,3301073.351619215,1,0,Multi-sourced,Direct
185,RAW_MATERIAL_0289,REFINED_MATERIAL_0042,Copper,,35,948423,9.66543953983663,9166925.164690476,1,0,Multi-sourced,Direct
186,RAW_MATERIAL_0242,REFINED_MATERIAL_0043,Substrate resin,HUB_015,76,269890,17.901935606008905,4831553.400705744,3,0,Multi-sourced,Crosses a hub
187,RAW_MATERIAL_0334,REFINED_MATERIAL_0043,Substrate resin,,55,172192,18.2624938661779,3144655.3438049047,3,0,Multi-sourced,Direct
188,RAW_MATERIAL_0410,REFINED_MATERIAL_0043,Substrate resin,HUB_027,90,509293,12.740173421733576,6488481.142474959,3,0,Multi-sourced,Crosses a hub
189,RAW_MATERIAL_0301,REFINED_MATERIAL_0043,Substrate resin,,47,859077,11.780409321820148,10120278.698961288,3,0,Multi-sourced,Direct
190,RAW_MATERIAL_0326,REFINED_MATERIAL_0043,Copper,HUB_019,62,976558,7.655345465945423,7475888.85753273,1,0,Multi-sourced,Crosses a hub
191,RAW_MATERIAL_0295,REFINED_MATERIAL_0043,Copper,HUB_015,57,204170,8.982192607771783,1833894.2647287648,1,0,Multi-sourced,Crosses a hub
192,RAW_MATERIAL_0342,REFINED_MATERIAL_0044,Substrate resin,,33,134324,21.94331326629799,2947513.6111822114,1,0,Multi-sourced,Direct
193,RAW_MATERIAL_0418,REFINED_MATERIAL_0044,Substrate resin,,58,747875,9.238812633182189,6909476.99804113,1,0,Multi-sourced,Direct
194,RAW_MATERIAL_0305,REFINED_MATERIAL_0044,Copper,,49,69771,8.578276973737172,598514.9627346162,2,0,Multi-sourced,Direct
195,RAW_MATERIAL_0312,REFINED_MATERIAL_0044,Copper,HUB_015,92,131868,9.987133635433548,1316983.338237351,2,0,Multi-sourced,Crosses a hub
196,RAW_MATERIAL_0156,REFINED_MATERIAL_0044,Copper,HUB_030,66,131377,7.3824535248059115,969884.5967284263,2,0,Multi-sourced,Crosses a hub
197,RAW_MATERIAL_0519,REFINED_MATERIAL_0045,Substrate resin,,42,65917,15.777446992628839,1040001.9734131151,3,0,Multi-sourced,Direct
198,RAW_MATERIAL_0411,REFINED_MATERIAL_0045,Substrate resin,HUB_019,52,237257,11.372322189465176,2698163.045705939,3,0,Multi-sourced,Crosses a hub
199,RAW_MATERIAL_0018,REFINED_MATERIAL_0045,Substrate resin,HUB_023,65,367979,14.418185339766959,5305589.423142105,3,0,Multi-sourced,Crosses a hub
200,RAW_MATERIAL_0410,REFINED_MATERIAL_0045,Substrate resin,HUB_034,59,764425,12.792311655397686,9778762.837177375,3,0,Multi-sourced,Crosses a hub
201,RAW_MATERIAL_0289,REFINED_MATERIAL_0045,Copper,HUB_010,66,1584170,9.129885704619277,14463291.036686718,1,0,Multi-sourced,Crosses a hub
202,RAW_MATERIAL_0127,REFINED_MATERIAL_0045,Copper,,52,107612,9.453198525178543,1017277.5996915133,1,0,Multi-sourced,Direct
203,RAW_MATERIAL_0118,REFINED_MATERIAL_0046,Silicon feedstock,HUB_015,79,54799,24.8771096793252,1363240.7333173417,1,0,Multi-sourced,Crosses a hub
204,RAW_MATERIAL_0247,REFINED_MATERIAL_0046,Silicon feedstock,,32,325518,30.79156109559402,10023207.384715574,1,0,Multi-sourced,Direct
205,RAW_MATERIAL_0416,REFINED_MATERIAL_0046,Bulk chemical,HUB_015,83,727371,13.050043780007927,9492223.394308146,0,1,Sole-sourced,Crosses a hub
206,RAW_MATERIAL_0372,REFINED_MATERIAL_0047,Substrate resin,,56,137112,10.765267870565943,1476047.4082690375,2,0,Multi-sourced,Direct
207,RAW_MATERIAL_0418,REFINED_MATERIAL_0047,Substrate resin,HUB_023,68,364553,11.236834263356753,4096421.6412094943,2,0,Multi-sourced,Crosses a hub
208,RAW_MATERIAL_0323,REFINED_MATERIAL_0047,Substrate resin,HUB_008,37,123889,12.343866597495953,1529269.2888971763,2,0,Multi-sourced,Crosses a hub
209,RAW_MATERIAL_0076,REFINED_MATERIAL_0047,Copper,HUB_015,86,646281,9.252343606890134,5979613.878604563,1,0,Multi-sourced,Crosses a hub
210,RAW_MATERIAL_0289,REFINED_MATERIAL_0047,Copper,HUB_002,79,1002501,11.435870581235832,11464471.693559503,1,0,Multi-sourced,Crosses a hub
211,RAW_MATERIAL_0442,REFINED_MATERIAL_0048,Silicon feedstock,HUB_015,78,456952,23.69890533966396,10829262.192770125,2,0,Multi-sourced,Crosses a hub
212,RAW_MATERIAL_0239,REFINED_MATERIAL_0048,Silicon feedstock,,53,215810,22.021869258650867,4752539.604709444,2,0,Multi-sourced,Direct
213,RAW_MATERIAL_0293,REFINED_MATERIAL_0048,Silicon feedstock,HUB_015,71,85289,27.1326602543379,2314117.460432225,2,0,Multi-sourced,Crosses a hub
214,RAW_MATERIAL_0140,REFINED_MATERIAL_0048,Bulk chemical,HUB_031,76,739745,13.285068052187206,9827562.666265225,3,0,Multi-sourced,Crosses a hub
215,RAW_MATERIAL_0133,REFINED_MATERIAL_0048,Bulk chemical,,56,556354,14.061599334976615,7823227.03641158,3,0,Multi-sourced,Direct
216,RAW_MATERIAL_0392,REFINED_MATERIAL_0048,Bulk chemical,,39,792234,9.782485012911401,7750017.231718851,3,0,Multi-sourced,Direct
217,RAW_MATERIAL_0202,REFINED_MATERIAL_0048,Bulk chemical,HUB_034,86,354685,11.456066146387561,4063294.8211314725,3,0,Multi-sourced,Crosses a hub
218,RAW_MATERIAL_0418,REFINED_MATERIAL_0049,Substrate resin,,40,849200,15.592237576777833,13240928.150199736,1,0,Multi-sourced,Direct
219,RAW_MATERIAL_0162,REFINED_MATERIAL_0049,Substrate resin,,41,226990,17.632969554110467,4002507.759087535,1,0,Multi-sourced,Direct
220,RAW_MATERIAL_0211,REFINED_MATERIAL_0049,Copper,,31,306006,12.044076637047782,3685559.7153964434,2,0,Multi-sourced,Direct
221,RAW_MATERIAL_0490,REFINED_MATERIAL_0049,Copper,,34,215468,7.1814355408069375,1547369.5531065892,2,0,Multi-sourced,Direct
222,RAW_MATERIAL_0191,REFINED_MATERIAL_0049,Copper,,51,2249531,15.456552475464939,34769993.94668512,2,0,Multi-sourced,Direct
223,RAW_MATERIAL_0208,REFINED_MATERIAL_0050,Silicon feedstock,,35,65802,18.062233587797074,1188531.094544223,4,0,Multi-sourced,Direct
224,RAW_MATERIAL_0180,REFINED_MATERIAL_0050,Silicon feedstock,,54,43039,21.137783279315503,909749.0545584599,4,0,Multi-sourced,Direct
225,RAW_MATERIAL_0050,REFINED_MATERIAL_0050,Silicon feedstock,HUB_028,48,11707,21.5228664680277,251968.1977412003,4,0,Multi-sourced,Crosses a hub
226,RAW_MATERIAL_0123,REFINED_MATERIAL_0050,Silicon feedstock,,51,131178,22.090891313455874,2897838.940716515,4,0,Multi-sourced,Direct
227,RAW_MATERIAL_0460,REFINED_MATERIAL_0050,Silicon feedstock,,41,44648,13.058000200377675,583013.5929464624,4,0,Multi-sourced,Direct
228,RAW_MATERIAL_0082,REFINED_MATERIAL_0050,Bulk chemical,,39,116761,10.360192052583919,1209666.384251751,1,0,Multi-sourced,Direct
229,RAW_MATERIAL_0409,REFINED_MATERIAL_0050,Bulk chemical,HUB_011,61,1414448,8.921854702608496,12619499.540395182,1,0,Multi-sourced,Crosses a hub
230,RAW_MATERIAL_0332,REFINED_MATERIAL_0051,Substrate resin,,46,55987,11.363823199814123,636226.3694879933,1,0,Multi-sourced,Direct
231,RAW_MATERIAL_0162,REFINED_MATERIAL_0051,Substrate resin,HUB_030,59,709937,9.708642269725875,6892524.3670423785,1,0,Multi-sourced,Crosses a hub
232,RAW_MATERIAL_0289,REFINED_MATERIAL_0051,Copper,,48,735682,8.16540633644661,6007142.464409715,1,0,Multi-sourced,Direct
233,RAW_MATERIAL_0310,REFINED_MATERIAL_0051,Copper,HUB_023,72,359185,8.793770553031209,3158590.4760905146,1,0,Multi-sourced,Crosses a hub
234,RAW_MATERIAL_0497,REFINED_MATERIAL_0052,Silicon feedstock,,39,55609,21.804988473158947,1212553.6040038958,1,0,Multi-sourced,Direct
235,RAW_MATERIAL_0062,REFINED_MATERIAL_0052,Silicon feedstock,,52,168772,27.509831047899475,4642889.20561609,1,0,Multi-sourced,Direct
236,RAW_MATERIAL_0065,REFINED_MATERIAL_0053,Silicon feedstock,HUB_031,64,20902,22.782586118840882,476201.6150560121,2,0,Multi-sourced,Crosses a hub
237,RAW_MATERIAL_0118,REFINED_MATERIAL_0053,Silicon feedstock,,39,21651,13.726990301385403,297203.0670152953,2,0,Multi-sourced,Direct
238,RAW_MATERIAL_0186,REFINED_MATERIAL_0053,Silicon feedstock,HUB_015,69,196858,26.6565810584444,5247561.234003248,2,0,Multi-sourced,Crosses a hub
239,RAW_MATERIAL_0212,REFINED_MATERIAL_0053,Bulk chemical,,51,108011,7.10433342370078,767346.1574273449,2,0,Multi-sourced,Direct
240,RAW_MATERIAL_0330,REFINED_MATERIAL_0053,Bulk chemical,,32,222892,8.469561100285791,1887797.4127649006,2,0,Multi-sourced,Direct
241,RAW_MATERIAL_0380,REFINED_MATERIAL_0053,Bulk chemical,,41,309743,9.515306252532078,2947299.5045780432,2,0,Multi-sourced,Direct
242,RAW_MATERIAL_0372,REFINED_MATERIAL_0054,Substrate resin,,48,119479,11.396847863449004,1361683.9858770235,2,0,Multi-sourced,Direct
243,RAW_MATERIAL_0251,REFINED_MATERIAL_0054,Substrate resin,HUB_015,81,306477,16.052404993336687,4919692.925142848,2,0,Multi-sourced,Crosses a hub
244,RAW_MATERIAL_0017,REFINED_MATERIAL_0054,Substrate resin,HUB_000,66,432401,14.389646369441076,6222097.479792691,2,0,Multi-sourced,Crosses a hub
245,RAW_MATERIAL_0490,REFINED_MATERIAL_0054,Copper,HUB_025,87,647181,9.9180924174816,6418800.968838159,1,0,Multi-sourced,Crosses a hub
246,RAW_MATERIAL_0041,REFINED_MATERIAL_0054,Copper,HUB_026,64,222570,8.012469828191447,1783335.4096605703,1,0,Multi-sourced,Crosses a hub
247,RAW_MATERIAL_0019,REFINED_MATERIAL_0055,Substrate resin,HUB_011,41,214238,16.497466105869858,3534384.1435893467,0,1,Sole-sourced,Crosses a hub
248,RAW_MATERIAL_0336,REFINED_MATERIAL_0055,Copper,HUB_026,84,673968,12.842454253369132,8655403.208234686,2,0,Multi-sourced,Crosses a hub
249,RAW_MATERIAL_0215,REFINED_MATERIAL_0055,Copper,,60,317021,11.011445906998349,3490859.5928825233,2,0,Multi-sourced,Direct
250,RAW_MATERIAL_0289,REFINED_MATERIAL_0055,Copper,HUB_019,38,592006,11.557827453590495,6842303.199490295,2,0,Multi-sourced,Crosses a hub
251,RAW_MATERIAL_0224,REFINED_MATERIAL_0056,Crude industrial gas,,30,1162133,6.729088526579336,7820095.836659223,3,0,Multi-sourced,Direct
252,RAW_MATERIAL_0139,REFINED_MATERIAL_0056,Crude industrial gas,HUB_015,64,2991596,6.124694795952935,18322612.452793617,3,0,Multi-sourced,Crosses a hub
253,RAW_MATERIAL_0126,REFINED_MATERIAL_0056,Crude industrial gas,HUB_015,91,2000029,6.806945804085767,13614089.009599851,3,0,Multi-sourced,Crosses a hub
254,RAW_MATERIAL_0223,REFINED_MATERIAL_0056,Crude industrial gas,HUB_006,76,935281,6.445157022076726,6028032.904764943,3,0,Multi-sourced,Crosses a hub
255,RAW_MATERIAL_0403,REFINED_MATERIAL_0056,Bulk chemical,HUB_019,40,1624546,8.38701088542705,13625084.985876974,3,0,Multi-sourced,Crosses a hub
256,RAW_MATERIAL_0101,REFINED_MATERIAL_0056,Bulk chemical,HUB_023,80,1302042,8.300882391095467,10808097.510266723,3,0,Multi-sourced,Crosses a hub
257,RAW_MATERIAL_0029,REFINED_MATERIAL_0056,Bulk chemical,HUB_011,35,366157,10.411206220827538,3812136.0361995487,3,0,Multi-sourced,Crosses a hub
258,RAW_MATERIAL_0430,REFINED_MATERIAL_0056,Bulk chemical,HUB_015,80,249704,7.691071404737354,1920491.294048536,3,0,Multi-sourced,Crosses a hub
259,RAW_MATERIAL_0130,REFINED_MATERIAL_0057,Gold,HUB_019,41,15067,162.5832045343306,2449641.1427187594,1,0,Multi-sourced,Crosses a hub
260,RAW_MATERIAL_0198,REFINED_MATERIAL_0057,Gold,HUB_012,54,2761,199.56739144793355,551005.5677877446,1,0,Multi-sourced,Crosses a hub
261,RAW_MATERIAL_0064,REFINED_MATERIAL_0057,Copper,HUB_034,76,377440,12.676909096142206,4784772.5692479145,2,0,Multi-sourced,Crosses a hub
262,RAW_MATERIAL_0215,REFINED_MATERIAL_0057,Copper,,31,139103,7.139904306119468,993182.1086941364,2,0,Multi-sourced,Direct
263,RAW_MATERIAL_0175,REFINED_MATERIAL_0057,Copper,HUB_000,66,138728,9.38956402127763,1302595.4375438031,2,0,Multi-sourced,Crosses a hub
264,RAW_MATERIAL_0430,REFINED_MATERIAL_0058,Bulk chemical,HUB_015,74,182981,10.046983405420969,1838407.0705073343,1,0,Multi-sourced,Crosses a hub
265,RAW_MATERIAL_0470,REFINED_MATERIAL_0058,Bulk chemical,HUB_023,58,374710,12.061055948897367,4519398.274611332,1,0,Multi-sourced,Crosses a hub
266,RAW_MATERIAL_0162,REFINED_MATERIAL_0059,Substrate resin,,44,54502,17.169373390141743,935765.1885095052,2,0,Multi-sourced,Direct
267,RAW_MATERIAL_0243,REFINED_MATERIAL_0059,Substrate resin,HUB_021,90,367322,13.48878736140773,4954728.35116701,2,0,Multi-sourced,Crosses a hub
268,RAW_MATERIAL_0004,REFINED_MATERIAL_0059,Substrate resin,,55,189216,11.951774240290892,2261466.914650881,2,0,Multi-sourced,Direct
269,RAW_MATERIAL_0236,REFINED_MATERIAL_0059,Copper,HUB_015,77,668318,9.161272766573502,6122643.49281087,4,0,Multi-sourced,Crosses a hub
270,RAW_MATERIAL_0010,REFINED_MATERIAL_0059,Copper,HUB_015,68,446257,7.712866920832715,3441920.853490045,4,0,Multi-sourced,Crosses a hub
271,RAW_MATERIAL_0289,REFINED_MATERIAL_0059,Copper,HUB_010,82,431087,12.63381358613043,5446272.797404208,4,0,Multi-sourced,Crosses a hub
272,RAW_MATERIAL_0336,REFINED_MATERIAL_0059,Copper,,31,44281,5.075510684755127,224748.68863164177,4,0,Multi-sourced,Direct
273,RAW_MATERIAL_0184,REFINED_MATERIAL_0059,Copper,HUB_015,78,50978,12.327201010269569,628416.053101522,4,0,Multi-sourced,Crosses a hub
274,RAW_MATERIAL_0130,REFINED_MATERIAL_0060,Gold,,50,2016,389.96792712743814,786175.3410889152,3,0,Multi-sourced,Direct
275,RAW_MATERIAL_0370,REFINED_MATERIAL_0060,Gold,,31,2073,162.54816049694938,336962.3367101761,3,0,Multi-sourced,Direct
276,RAW_MATERIAL_0494,REFINED_MATERIAL_0060,Gold,,54,3060,264.16587665909094,808347.5825768183,3,0,Multi-sourced,Direct
277,RAW_MATERIAL_0217,REFINED_MATERIAL_0060,Gold,,34,4772,348.31181687881383,1662143.9901456996,3,0,Multi-sourced,Direct
278,RAW_MATERIAL_0418,REFINED_MATERIAL_0061,Substrate resin,,38,450075,10.909662426321916,4910166.316526836,0,1,Sole-sourced,Direct
279,RAW_MATERIAL_0434,REFINED_MATERIAL_0061,Copper,HUB_007,46,227702,8.588952071788356,1955721.564650352,1,0,Multi-sourced,Crosses a hub
280,RAW_MATERIAL_0326,REFINED_MATERIAL_0061,Copper,HUB_019,46,1220203,8.231179755474189,10043710.231168872,1,0,Multi-sourced,Crosses a hub
281,RAW_MATERIAL_0133,REFINED_MATERIAL_0062,Bulk chemical,,37,417707,14.74825706459736,6160450.21368177,1,0,Multi-sourced,Direct
282,RAW_MATERIAL_0330,REFINED_MATERIAL_0062,Bulk chemical,HUB_015,83,120249,6.8460056385615795,823225.3320313913,1,0,Multi-sourced,Crosses a hub
283,RAW_MATERIAL_0470,REFINED_MATERIAL_0063,Bulk chemical,,59,303371,7.408688978729054,2247581.384166012,2,0,Multi-sourced,Direct
284,RAW_MATERIAL_0495,REFINED_MATERIAL_0063,Bulk chemical,HUB_015,70,1768010,8.354811544075533,14771390.358040983,2,0,Multi-sourced,Crosses a hub
285,RAW_MATERIAL_0115,REFINED_MATERIAL_0063,Bulk chemical,,60,183075,14.411617886180935,2638406.9445125745,2,0,Multi-sourced,Direct
286,RAW_MATERIAL_0009,REFINED_MATERIAL_0064,Substrate resin,HUB_037,71,121897,11.282243257223067,1375271.6063257202,4,0,Multi-sourced,Crosses a hub
287,RAW_MATERIAL_0018,REFINED_MATERIAL_0064,Substrate resin,HUB_013,89,891818,20.53323111319458,18311905.104906965,4,0,Multi-sourced,Crosses a hub
288,RAW_MATERIAL_0410,REFINED_MATERIAL_0064,Substrate resin,HUB_034,91,202255,7.784545980192727,1574463.34722388,4,0,Multi-sourced,Crosses a hub
289,RAW_MATERIAL_0158,REFINED_MATERIAL_0064,Substrate resin,,44,86025,8.216452727395952,706820.3458742368,4,0,Multi-sourced,Direct
290,RAW_MATERIAL_0372,REFINED_MATERIAL_0064,Substrate resin,,35,180849,13.01131028740936,2353082.4541676953,4,0,Multi-sourced,Direct
291,RAW_MATERIAL_0305,REFINED_MATERIAL_0064,Copper,HUB_011,40,306783,9.821141685713354,3012959.3097682,2,0,Multi-sourced,Crosses a hub
292,RAW_MATERIAL_0179,REFINED_MATERIAL_0064,Copper,HUB_040,56,201771,13.644122227892446,2752988.1860440867,2,0,Multi-sourced,Crosses a hub
293,RAW_MATERIAL_0289,REFINED_MATERIAL_0064,Copper,HUB_023,82,4060714,8.374968032032944,34008349.93722863,2,0,Multi-sourced,Crosses a hub
294,RAW_MATERIAL_0219,REFINED_MATERIAL_0065,Substrate resin,,47,723315,18.711311420241884,13534172.219932258,1,0,Multi-sourced,Direct
295,RAW_MATERIAL_0418,REFINED_MATERIAL_0065,Substrate resin,HUB_033,58,1117811,17.548692145921176,19616121.116324294,1,0,Multi-sourced,Crosses a hub
296,RAW_MATERIAL_0080,REFINED_MATERIAL_0065,Copper,HUB_023,79,165801,8.053351194002934,1335253.6813168805,3,0,Multi-sourced,Crosses a hub
297,RAW_MATERIAL_0285,REFINED_MATERIAL_0065,Copper,HUB_010,75,171934,6.881135426119633,1183101.138354453,3,0,Multi-sourced,Crosses a hub
298,RAW_MATERIAL_0215,REFINED_MATERIAL_0065,Copper,HUB_015,76,268078,8.142427760682455,2182805.749228231,3,0,Multi-sourced,Crosses a hub
299,RAW_MATERIAL_0064,REFINED_MATERIAL_0065,Copper,,33,213503,9.258856815921876,1976793.7067697681,3,0,Multi-sourced,Direct
300,RAW_MATERIAL_0378,REFINED_MATERIAL_0066,Crude industrial gas,,35,283177,4.994624708832061,1414362.8411729366,1,0,Multi-sourced,Direct
301,RAW_MATERIAL_0350,REFINED_MATERIAL_0066,Crude industrial gas,HUB_015,90,101931,3.5223090549078826,359032.48427581537,1,0,Multi-sourced,Crosses a hub
302,RAW_MATERIAL_0391,REFINED_MATERIAL_0067,Gold,HUB_024,55,3331,383.92458728721704,1278852.80025372,0,1,Sole-sourced,Crosses a hub
303,RAW_MATERIAL_0181,REFINED_MATERIAL_0068,Bulk chemical,,58,1185125,12.489514114996215,14801635.41553489,3,0,Multi-sourced,Direct
304,RAW_MATERIAL_0328,REFINED_MATERIAL_0068,Bulk chemical,,32,447060,16.818221617465305,7518754.156304039,3,0,Multi-sourced,Direct
305,RAW_MATERIAL_0501,REFINED_MATERIAL_0068,Bulk chemical,HUB_023,70,655812,8.602653397940239,5641723.330209984,3,0,Multi-sourced,Crosses a hub
306,RAW_MATERIAL_0408,REFINED_MATERIAL_0068,Bulk chemical,,48,416974,8.28006946036767,3452573.683167349,3,0,Multi-sourced,Direct
307,RAW_MATERIAL_0209,REFINED_MATERIAL_0068,Rare earth elements,HUB_034,58,13499,104.41605484335686,1409512.3243304743,0,1,Sole-sourced,Crosses a hub
308,RAW_MATERIAL_0501,REFINED_MATERIAL_0069,Bulk chemical,,53,259976,11.082105073442547,2881081.3485732996,2,0,Multi-sourced,Direct
309,RAW_MATERIAL_0255,REFINED_MATERIAL_0069,Bulk chemical,HUB_010,84,2066832,16.922815233095978,34976616.053850226,2,0,Multi-sourced,Crosses a hub
310,RAW_MATERIAL_0227,REFINED_MATERIAL_0069,Bulk chemical,HUB_015,69,652618,9.453325240668287,6169410.2119144555,2,0,Multi-sourced,Crosses a hub
311,RAW_MATERIAL_0092,REFINED_MATERIAL_0070,Silicon feedstock,HUB_010,92,59441,31.60969809055539,1878912.064200703,2,0,Multi-sourced,Crosses a hub
312,RAW_MATERIAL_0213,REFINED_MATERIAL_0070,Silicon feedstock,,57,50318,20.77745811029662,1045480.1371939054,2,0,Multi-sourced,Direct
313,RAW_MATERIAL_0123,REFINED_MATERIAL_0070,Silicon feedstock,HUB_011,55,90728,23.565393625005694,2138041.0328095164,2,0,Multi-sourced,Crosses a hub
314,RAW_MATERIAL_0115,REFINED_MATERIAL_0070,Bulk chemical,HUB_026,77,267155,11.061765181433978,2955205.8770459946,1,0,Multi-sourced,Crosses a hub
315,RAW_MATERIAL_0135,REFINED_MATERIAL_0070,Bulk chemical,HUB_015,86,846752,7.8609977225343854,6656315.543551436,1,0,Multi-sourced,Crosses a hub
316,RAW_MATERIAL_0198,REFINED_MATERIAL_0071,Gold,HUB_036,52,779,277.66457426997755,216300.7033563125,2,0,Multi-sourced,Crosses a hub
317,RAW_MATERIAL_0217,REFINED_MATERIAL_0071,Gold,,43,4051,272.43279122129724,1103625.237237475,2,0,Multi-sourced,Direct
318,RAW_MATERIAL_0443,REFINED_MATERIAL_0071,Gold,HUB_034,77,17615,237.73941944157465,4187779.8734633373,2,0,Multi-sourced,Crosses a hub
319,RAW_MATERIAL_0064,REFINED_MATERIAL_0071,Copper,HUB_010,95,520770,8.106567482104673,4221657.14765565,2,0,Multi-sourced,Crosses a hub
320,RAW_MATERIAL_0289,REFINED_MATERIAL_0071,Copper,HUB_023,91,1670500,9.720645620176532,16238338.508504895,2,0,Multi-sourced,Crosses a hub
321,RAW_MATERIAL_0514,REFINED_MATERIAL_0071,Copper,,47,581412,9.39464985071915,5462162.159006322,2,0,Multi-sourced,Direct
322,RAW_MATERIAL_0098,REFINED_MATERIAL_0072,Bulk chemical,HUB_027,81,2228137,9.353245348073704,20840312.030120898,2,0,Multi-sourced,Crosses a hub
323,RAW_MATERIAL_0430,REFINED_MATERIAL_0072,Bulk chemical,HUB_015,74,138380,14.98257093273435,2073288.1656717793,2,0,Multi-sourced,Crosses a hub
324,RAW_MATERIAL_0464,REFINED_MATERIAL_0072,Bulk chemical,HUB_012,51,1057328,8.256811900119496,8730158.412729546,2,0,Multi-sourced,Crosses a hub
325,RAW_MATERIAL_0515,REFINED_MATERIAL_0073,Crude industrial gas,HUB_028,49,744212,5.50592181378625,4097573.0848814924,1,0,Multi-sourced,Crosses a hub
